name,category,domain
Enspired,flex_optimiser,enspired-trading.com
Entrix,flex_optimiser,
Statera Energy,flex_optimiser,
Conrad Energy,flex_optimiser,conradenergy.co.uk
Eku Energy,flex_optimiser,ekuenergy.com
Fidra Energy,flex_optimiser,fidraenergy.com
Apatura,flex_optimiser,
Yu Energy,flex_optimiser,
Corona Energy,flex_optimiser,coronaenergy.co.uk
Cheniere Marketing,lng,cheniere.com
Venture Global,lng,venturegloballng.com
JERA Global Markets,lng,
Woodside Energy,lng,woodside.com
Hoegh Evi,lng,hoeghevi.com
Excelerate Energy,lng,excelerateenergy.com
XTX Markets,prop_mm,xtxmarkets.com
Optiver,prop_mm,optiver.com
IMC Trading,prop_mm,imc.com
Flow Traders,prop_mm,flowtraders.com
DRW,prop_mm,drw.com
Jump Trading,prop_mm,jumptrading.com
Jane Street,prop_mm,janestreet.com
Citadel Securities,prop_mm,
Susquehanna,prop_mm,sig.com
Tower Research Capital,prop_mm,tower-research.com
Maven Securities,prop_mm,mavensecurities.com
Quadrature Capital,prop_mm,quadraturecapital.com
Qube Research and Technologies,prop_mm,qube-rt.com
G-Research,prop_mm,gresearch.com
Squarepoint Capital,prop_mm,squarepoint-capital.com
Mako Group,prop_mm,makoglobal.com
OSTC,prop_mm,
Akuna Capital,prop_mm,akunacapital.com
Da Vinci Derivatives,prop_mm,
Liquid Capital,prop_mm,
Hudson River Trading,prop_mm,hudsonrivertrading.com
Virtu ITG,broker,virtu.com
Five Rings,prop_mm,fiverings.com
Radix Trading,prop_mm,radix-trading.com
Old Mission,prop_mm,oldmissioncapital.com
Vatic Investments,prop_mm,vaticlabs.com
Wolverine Trading,prop_mm,
CTC Trading,prop_mm,chicagotrading.com
Headlands Technologies,prop_mm,headlandstech.com
PEAK6,prop_mm,peak6.com
Schneider Trading,prop_mm,
Amplify Trading,prop_mm,amplifyme.com
Axia Futures,prop_mm,axiafutures.com
Futex,prop_mm,
Andurand Capital,fund,andurandcapital.com
Westbeck Capital,fund,westbeckcapital.com
Svelland Capital,fund,svelland.com
Northlander Commodity Advisors,fund,
Brevan Howard,fund,brevanhoward.com
Rokos Capital,fund,rokoscapital.com
Caxton Associates,fund,caxton.com
Capula Investment Management,fund,capulaglobal.com
Man Group,fund,
Winton,fund,winton.com
Aspect Capital,fund,aspectcapital.com
Systematica Investments,fund,systematica.com
Florin Court Capital,fund,florincourt.com
Millennium,fund,mlp.com
Balyasny Asset Management,fund,bamfunds.com
ExodusPoint,fund,exoduspoint.com
Schonfeld,fund,
Point72,fund,point72.com
Verition,fund,verition.com
Eisler Capital,fund,
Marshall Wace,fund,mwam.com
Trium Capital,fund,
Selwood Asset Management,fund,selwoodam.com
BlueCrest Capital,fund,bluecrestcapital.com
Cheyne Capital,fund,cheynecapital.com
LMR Partners,fund,lmrpartners.com
Tudor Investment,fund,tudor.com
Moore Capital,fund,
Autonomy Capital,fund,autonomycapital.com
Arini,fund,arini.com
Lansdowne Partners,fund,lansdownepartners.com
Sona Asset Management,fund,sonaam.com
Kite Lake Capital,fund,kitelake.com
TCI Fund Management,fund,tcifund.com
Egerton Capital,fund,egertoncapital.com
Kpler,data_vendor,kpler.com
Vortexa,data_vendor,vortexa.com
Energy Aspects,data_vendor,energyaspects.com
FGE,data_vendor,fgenergy.com
Sparta Commodities,data_vendor,spartacommodities.com
ICIS,data_vendor,icis.com
Argus Media,data_vendor,argusmedia.com
Platts Analytics,data_vendor,
Fastmarkets,data_vendor,fastmarkets.com
Wood Mackenzie,data_vendor,woodmac.com
Rystad Energy,data_vendor,rystadenergy.com
Aurora Energy Research,data_vendor,auroraer.com
Timera Energy,data_vendor,timera-energy.com
Cornwall Energy,data_vendor,cornwall-insight.com
LCP Delta,data_vendor,lcp.com
Montel,data_vendor,montelnews.com
Volue,data_vendor,volue.com
Veyt,data_vendor,veyt.com
Enverus,data_vendor,enverus.com
LSEG,data_vendor,lseg.com
Bloomberg,data_vendor,
Kaiko,data_vendor,kaiko.com
Signal Ocean,data_vendor,thesignalgroup.com
Veson Nautical,data_vendor,veson.com
Quantum Commodity Intelligence,data_vendor,qcintel.com
General Index,data_vendor,general-index.com
OPIS,data_vendor,opisnet.com
Energy Intelligence,data_vendor,energyintel.com
Ursa Space Systems,data_vendor,ursaspace.com
Spire Global,data_vendor,spire.com
MarineTraffic,data_vendor,marinetraffic.com
Redshaw Advisors,carbon,redshawadvisors.com
Vertis Environmental Finance,carbon,vertis.com
ClearBlue Markets,carbon,clearbluemarkets.com
AFS Energy,carbon,afsenergy.com
STX Group,carbon,stxgroup.com
Numerco,carbon,numerco.com
TP ICAP,broker,tpicap.com
Marex,broker,marex.com
StoneX,broker,
Sucden Financial,broker,
ADM Investor Services,broker,admis.com
RJ OBrien,broker,
Griffin Markets,broker,griffinmarkets.com
Vantage Capital Markets,broker,
Freight Investor Services,broker,freightinvestorservices.com
PVM Oil Associates,broker,
Tradition,broker,tradition.com
BGC Group,broker,
Clarksons,shipbroker,clarksons.com
Braemar,shipbroker,braemar.com
Gibson Shipbrokers,shipbroker,gibsons.co.uk
SSY,shipbroker,ssyonline.com
Howe Robinson Partners,shipbroker,howerobinson.com
Affinity Shipping,shipbroker,affinityship.com
Intercontinental Exchange,exchange,
London Metal Exchange,exchange,
Cboe Europe,exchange,cboe.com
CME Group,exchange,
EEX,exchange,eex.com
Trayport,exchange,trayport.com
Trading Technologies,exchange,tradingtechnologies.com
Nasdaq,exchange,nasdaq.com
Elexon,exchange,elexon.co.uk
NESO,exchange,neso.energy
Wintermute,crypto,wintermute.com
GSR,crypto,gsr.io
B2C2,crypto,b2c2.com
Keyrock,crypto,
Flowdesk,crypto,flowdesk.co
Portofino Technologies,crypto,portofino.tech
Galaxy Digital,crypto,galaxy.com
Zodia Markets,crypto,zodia-markets.com
Copper,crypto,copper.co
Elwood Technologies,crypto,elwood.io
Amber Group,crypto,ambergroup.io
Auros,crypto,auros.global
Wincent,crypto,wincent.co
Cumberland,crypto,cumberland.io
FalconX,crypto,falconx.io
Hidden Road,crypto,hiddenroad.com
Talos,crypto,talos.com
LMAX Group,crypto,lmax.com
Archax,crypto,archax.com
CoinShares,crypto,coinshares.com
Nickel Digital,crypto,nickel.digital
Deribit,crypto,deribit.com
Goldman Sachs,bank,goldmansachs.com
Morgan Stanley,bank,morganstanley.com
JPMorgan,bank,jpmorganchase.com
Citi,bank,citi.com
Bank of America,bank,bankofamerica.com
Barclays,bank,barclays.com
HSBC,bank,hsbc.com
Standard Chartered,bank,sc.com
Macquarie,bank,macquarie.com
BNP Paribas,bank,
Societe Generale,bank,
Natixis,bank,
ING,bank,ing.com
Rabobank,bank,
UniCredit,bank,unicredit.eu
Deutsche Bank,bank,db.com
UBS,bank,
Nomura,bank,nomura.com
Mizuho,bank,mizuhogroup.com
MUFG,bank,
SMBC,bank,
Jefferies,bank,jefferies.com
Baringa,consultancy,baringa.com
Frontier Economics,consultancy,
Oxera,consultancy,oxera.com
NERA,consultancy,nera.com
Charles River Associates,consultancy,crai.com
AFRY,consultancy,afry.com
Energy Systems Catapult,consultancy,es.catapult.org.uk
HC Group,recruiter,hcgroup.global
Proco Commodities,recruiter,
Commodity Appointments,recruiter,
Selby Jennings,recruiter,
Oxford Knight,recruiter,oxfordknight.co.uk
Durlston Partners,recruiter,durlstonpartners.com
Mondrian Alpha,recruiter,mondrian-alpha.com
GQR,recruiter,
Paritas Recruitment,recruiter,
Ofgem,regulator,ofgem.gov.uk
National Grid,regulator,nationalgrid.com
Financial Conduct Authority,regulator,fca.org.uk
Energy UK,regulator,energy-uk.org.uk
EDF Energy,power_gas,edfenergy.com
E.ON UK,power_gas,
ScottishPower,power_gas,
Iberdrola,power_gas,
Enel,power_gas,enel.com
EnBW,power_gas,enbw.com
CEZ Group,power_gas,
Verbund,power_gas,verbund.com
Naturgy,power_gas,
Ovo Energy,power_gas,ovoenergy.com
So Energy,power_gas,so.energy
Good Energy,power_gas,goodenergy.co.uk
Ecotricity,power_gas,ecotricity.co.uk
Utilita,power_gas,utilita.co.uk
Rebellion Energy,power_gas,
EPEX Spot,exchange,epexspot.com
Nord Pool,exchange,nordpoolgroup.com
Renewable Energy Systems,flex_optimiser,res-group.com
Low Carbon,flex_optimiser,lowcarbon.com
NextEnergy Capital,flex_optimiser,nextenergycapital.com
Quinbrook Infrastructure Partners,flex_optimiser,quinbrook.com
Copenhagen Infrastructure Partners,flex_optimiser,cipartners.dk
Greencoat Capital,flex_optimiser,
Foresight Group,flex_optimiser,foresightgroup.eu
Downing,flex_optimiser,downing.co.uk
Bluefield Partners,flex_optimiser,bluefieldpartners.co.uk
Octopus Energy Generation,flex_optimiser,octopusenergygeneration.com
Root-Power,flex_optimiser,root-power.com
Penso Power,flex_optimiser,
Balance Power,flex_optimiser,balancepower.co.uk
NatPower,flex_optimiser,natpower.com
Carlton Power,flex_optimiser,carltonpower.co.uk
Clearstone Energy,flex_optimiser,clearstoneenergy.com
Aura Power,flex_optimiser,aurapower.com
EelPower,flex_optimiser,eelpower.co.uk
EnAppSys,data_vendor,enappsys.com
Kayrros,data_vendor,kayrros.com
OilX,data_vendor,
ESAI Energy,data_vendor,esaienergy.com
JBC Energy,data_vendor,jbcenergy.com
Planet Labs,data_vendor,planet.com
Watt-Logic,data_vendor,watt-logic.com
Citadel,fund,
Two Sigma,fund,twosigma.com
DE Shaw,fund,deshaw.com
AQR Capital Management,fund,aqr.com
Bridgewater Associates,fund,bridgewater.com
Arrow Shipbroking,shipbroker,
Fearnleys,shipbroker,fearnleys.com
Poten and Partners,shipbroker,
Banchero Costa,shipbroker,
Maersk Broker,shipbroker,maerskbroker.com
Evolution Markets,broker,evomarkets.com
ION Group,broker,iongroup.com
Barry Callebaut,softs,
Tereos,softs,tereos.com
Blockchain.com,crypto,blockchain.com
OKX,crypto,okx.com
Kraken,crypto,kraken.com
Bitpanda,crypto,bitpanda.com
Anchorage Digital,crypto,anchorage.com
DNV,consultancy,
Ricardo,consultancy,ricardo.com
Mott MacDonald,consultancy,
ERM,consultancy,erm.com
Everoze,consultancy,everoze.com
Regen,consultancy,regen.co.uk
ConocoPhillips,major,conocophillips.com
Occidental Petroleum,major,oxy.com
PetroChina,major,
Unipec,major,
Lloyds Banking Group,bank,lloydsbankinggroup.com
NatWest Group,bank,natwestgroup.com
Santander UK,bank,santander.co.uk
Close Brothers,bank,closebrothers.com
Investec,bank,investec.com
Rothschild and Co,bank,rothschildandco.com
Lazard,bank,lazard.com
Evercore,bank,evercore.com
Moelis and Company,bank,moelis.com
Houlihan Lokey,bank,hl.com
PJT Partners,bank,pjtpartners.com
Perella Weinberg Partners,bank,pwpartners.com
Peel Hunt,bank,
Panmure Liberum,bank,panmureliberum.com
Canaccord Genuity,bank,canaccordgenuity.com
Berenberg,bank,berenberg.de
Kepler Cheuvreux,bank,keplercheuvreux.com
Stifel,bank,stifel.com
RBC Capital Markets,bank,
BMO Capital Markets,bank,
Scotiabank,bank,scotiabank.com
CIBC,bank,cibc.com
TD Securities,bank,tdsecurities.com
ANZ,bank,anz.com
Westpac,bank,westpac.com.au
DBS Bank,bank,dbs.com
OCBC,bank,ocbc.com
Standard Bank,bank,standardbank.com
BTG Pactual,bank,
BBVA,bank,bbva.com
CaixaBank,bank,caixabank.com
Intesa Sanpaolo,bank,intesasanpaolo.com
Mediobanca,bank,mediobanca.com
Commerzbank,bank,commerzbank.com
Erste Group,bank,erstegroup.com
Raiffeisen Bank International,bank,rbinternational.com
KBC Group,bank,kbc.com
ABN AMRO,bank,
SEB,bank,seb.se
Swedbank,bank,swedbank.com
Nordea,bank,nordea.com
Danske Bank,bank,danskebank.com
DNB,bank,dnb.no
Handelsbanken,bank,handelsbanken.com
Bank of Ireland,bank,bankofireland.com
AIB,bank,aib.ie
Bank of China,bank,
ICBC,bank,
China Construction Bank,bank,
CITIC Securities,bank,
CICC,bank,
Daiwa Capital Markets,bank,
ICICI Bank,bank,icicibank.com
State Bank of India,bank,sbi.co.in
Qatar National Bank,bank,qnb.com
Emirates NBD,bank,emiratesnbd.com
First Abu Dhabi Bank,bank,bankfab.com
Gulf International Bank,bank,
Arab Banking Corporation,bank,
BlackRock,fund,blackrock.com
State Street Global Advisors,fund,ssga.com
Fidelity International,fund,fidelityinternational.com
Schroders,fund,schroders.com
abrdn,fund,
Janus Henderson,fund,janushenderson.com
M and G Investments,fund,
Legal and General Investment Management,fund,
Aviva Investors,fund,
Insight Investment,fund,insightinvestment.com
Royal London Asset Management,fund,rlam.com
Baillie Gifford,fund,bailliegifford.com
Columbia Threadneedle,fund,columbiathreadneedle.com
Jupiter Asset Management,fund,jupiteram.com
Liontrust,fund,liontrust.co.uk
Polar Capital,fund,polarcapital.co.uk
Artemis Investment Management,fund,artemisfunds.com
RBC BlueBay Asset Management,fund,bluebay.com
Ninety One,fund,ninetyone.com
Amundi,fund,amundi.com
AXA Investment Managers,fund,
BNP Paribas Asset Management,fund,bnpparibas-am.com
Allianz Global Investors,fund,
PIMCO,fund,pimco.com
DWS,fund,dws.com
Robeco,fund,robeco.com
Aegon Asset Management,fund,aegonam.com
Candriam,fund,candriam.com
Carmignac,fund,carmignac.com
Edmond de Rothschild,fund,
Unigestion,fund,unigestion.com
GAM Investments,fund,gam.com
Invesco,fund,invesco.com
Franklin Templeton,fund,franklintempleton.com
T Rowe Price,fund,troweprice.com
Wellington Management,fund,wellington.com
Capital Group,fund,capitalgroup.com
Neuberger Berman,fund,
Federated Hermes,fund,federatedhermes.com
Northern Trust Asset Management,fund,northerntrust.com
First Sentier Investors,fund,
Record Financial Group,fund,recordfg.com
Rathbones,fund,rathbones.com
Brooks Macdonald,fund,
Quilter,fund,quilter.com
St Jamess Place,fund,sjp.co.uk
Evelyn Partners,fund,evelyn.com
Charles Stanley,fund,charles-stanley.co.uk
Waverton Investment Management,fund,
Ruffer,fund,ruffer.co.uk
Troy Asset Management,fund,taml.co.uk
Sarasin and Partners,fund,sarasinandpartners.com
Stonehage Fleming,fund,
Lindsell Train,fund,lindselltrain.com
Fundsmith,fund,fundsmith.co.uk
Veritas Asset Management,fund,vamllp.com
Marathon Asset Management,fund,marathon.co.uk
GSA Capital,fund,gsacapital.com
CQS,fund,
Chenavari Investment Managers,fund,chenavari.com
Napier Park Global Capital,fund,napierparkglobal.com
Hayfin Capital Management,fund,hayfin.com
Arcmont Asset Management,fund,arcmont.com
Park Square Capital,fund,parksquarecapital.com
Pemberton Asset Management,fund,pembertonam.com
Intermediate Capital Group,fund,
Alcentra,fund,
Attestor Capital,fund,attestorcapital.com
Bybrook Capital,fund,
King Street Capital Management,fund,kingstreet.com
Diameter Capital Partners,fund,
Silver Point Capital,fund,silverpointcapital.com
Davidson Kempner,fund,dkpartners.com
Farallon Capital,fund,faralloncapital.com
Elliott Management,fund,elliottmgmt.com
Third Point,fund,thirdpoint.com
Sculptor Capital,fund,sculptor.com
Canyon Partners,fund,canyonpartners.com
Fortress Investment Group,fund,fortress.com
Oaktree Capital Management,fund,oaktreecapital.com
Centerbridge Partners,fund,centerbridge.com
Angelo Gordon,fund,
Hudson Bay Capital,fund,hudsonbaycapital.com
Sandbar Asset Management,fund,sandbaram.com
Astaris Capital Management,fund,
Blackstone,fund,blackstone.com
KKR,fund,kkr.com
Carlyle Group,fund,
Apollo Global Management,fund,apollo.com
Ares Management,fund,
Blue Owl Capital,fund,blueowl.com
Brookfield Asset Management,fund,brookfield.com
Global Infrastructure Partners,fund,
Antin Infrastructure Partners,fund,antin-ip.com
EQT,fund,eqtgroup.com
CVC Capital Partners,fund,cvc.com
Permira,fund,permira.com
Cinven,fund,cinven.com
Bridgepoint,fund,
Apax Partners,fund,apax.com
BC Partners,fund,bcpartners.com
Advent International,fund,adventinternational.com
Warburg Pincus,fund,warburgpincus.com
TPG,fund,tpg.com
General Atlantic,fund,generalatlantic.com
Hg,fund,hgcapital.com
Vitruvian Partners,fund,vitruvianpartners.com
Inflexion Private Equity,fund,inflexion.com
Livingbridge,fund,livingbridge.com
Charterhouse Capital Partners,fund,charterhouse.co.uk
PAI Partners,fund,paipartners.com
Ardian,fund,
Eurazeo,fund,eurazeo.com
Tikehau Capital,fund,tikehaucapital.com
InfraVia Capital Partners,fund,infraviacapital.com
Meridiam,fund,
Amber Infrastructure,fund,amberinfrastructure.com
Equitix,fund,equitix.co.uk
InfraRed Capital Partners,fund,ircp.com
Arcus Infrastructure Partners,fund,arcusip.com
Beazley,insurance,
Hiscox,insurance,hiscoxgroup.com
Lancashire Holdings,insurance,lancashiregroup.com
Conduit Re,insurance,conduitreinsurance.com
Aspen Insurance,insurance,aspen.co
Canopius,insurance,canopius.com
MS Amlin,insurance,
Brit Insurance,insurance,britinsurance.com
Ascot Group,insurance,ascotgroup.com
Convex,insurance,convexin.com
Fidelis Insurance,insurance,fidelisinsurance.com
Inigo,insurance,inigoinsurance.com
Munich Re,insurance,munichre.com
Swiss Re,insurance,swissre.com
SCOR,insurance,scor.com
Hannover Re,insurance,hannover-re.com
Aon,insurance,aon.com
Marsh McLennan,insurance,marshmclennan.com
WTW,insurance,
Gallagher,insurance,ajg.com
Howden Group,insurance,howdengroup.com
Lockton,insurance,lockton.com
BMS Group,insurance,bmsgroup.com
Tysers,insurance,
Miller Insurance,insurance,
Euroclear,exchange,euroclear.com
Clearstream,exchange,clearstream.com
DTCC,exchange,
SWIFT,exchange,
CLS Group,exchange,cls-group.com
LCH,exchange,lch.com
SIX Group,exchange,six-group.com
Deutsche Boerse,exchange,deutsche-boerse.com
Euronext,exchange,euronext.com
Tradeweb,exchange,tradeweb.com
MarketAxess,exchange,
Murex,exchange,murex.com
Finastra,exchange,finastra.com
Broadridge,exchange,broadridge.com
FIS,exchange,
SS and C Technologies,exchange,ssctech.com
Enfusion,exchange,
SimCorp,exchange,simcorp.com
FactSet,data_vendor,factset.com
Morningstar,data_vendor,morningstar.com
MSCI,data_vendor,msci.com
Moodys,data_vendor,
Fitch Ratings,data_vendor,fitchratings.com
Harbour Energy,major,harbourenergy.com
Ithaca Energy,major,ithacaenergy.com
EnQuest,major,enquest.com
Serica Energy,major,serica-energy.com
Kistos,major,kistosplc.com
Energean,major,
Capricorn Energy,major,capricornenergy.com
Tullow Oil,major,
Diversified Energy,major,div.energy
NEO Energy,major,neo-energy.com
Spirit Energy,major,spirit-energy.com
Perenco,major,
Neptune Energy,major,
Wintershall Dea,major,wintershalldea.com
Aker BP,major,akerbp.com
Var Energi,major,varenergi.no
DNO,major,
MOL Group,major,molgroup.info
Petronas,major,petronas.com
PTT,major,
ONGC,major,
Reliance Industries,major,ril.com
CNOOC,major,
Ecopetrol,major,ecopetrol.com.co
YPF,major,ypf.com
Suncor Energy,major,
Cenovus Energy,major,cenovus.com
Enbridge,major,enbridge.com
TC Energy,major,tcenergy.com
Williams Companies,major,williams.com
Kinder Morgan,major,kindermorgan.com
NextDecade,lng,next-decade.com
New Fortress Energy,lng,newfortressenergy.com
Sempra Infrastructure,lng,
UK Power Networks,power_gas,
Northern Powergrid,power_gas,
Electricity North West,power_gas,
SP Energy Networks,power_gas,
Cadent Gas,power_gas,cadentgas.com
Wales and West Utilities,power_gas,wwutilities.co.uk
SGN,power_gas,sgn.co.uk
Northern Gas Networks,power_gas,northerngasnetworks.co.uk
EDP Renewables,flex_optimiser,edpr.com
Acciona Energia,flex_optimiser,
Enel Green Power,flex_optimiser,enelgreenpower.com
Falck Renewables,flex_optimiser,
ERG,flex_optimiser,erg.eu
Voltalia,flex_optimiser,
Neoen,flex_optimiser,neoen.com
Encavis,flex_optimiser,encavis.com
Vestas,flex_optimiser,vestas.com
Siemens Gamesa,flex_optimiser,siemensgamesa.com
GE Vernova,flex_optimiser,gevernova.com
Corio Generation,flex_optimiser,coriogeneration.com
Flotation Energy,flex_optimiser,flotationenergy.com
Ocean Winds,flex_optimiser,oceanwinds.com
SSE Renewables,flex_optimiser,sserenewables.com
Fred Olsen Renewables,flex_optimiser,fredolsenrenewables.com
Banks Renewables,flex_optimiser,banksgroup.co.uk
Community Windpower,flex_optimiser,communitywindpower.co.uk
Elgin Energy,flex_optimiser,
Lightsource bp,flex_optimiser,lightsourcebp.com
BayWa re,flex_optimiser,baywa-re.com
Anesco,flex_optimiser,anesco.co.uk
Gridserve,flex_optimiser,gridserve.com
Pivot Power,flex_optimiser,
EDF Renewables UK,flex_optimiser,edf-re.uk
Enso Energy,flex_optimiser,ensoenergy.co.uk
Island Green Power,flex_optimiser,
Sonnedix,flex_optimiser,sonnedix.com
Gore Street Capital,flex_optimiser,gorestreetcap.com
Atrato Partners,flex_optimiser,atratopartners.com
Rio Tinto,metals,riotinto.com
BHP,metals,
Anglo American,metals,angloamerican.com
Vale,metals,vale.com
Antofagasta,metals,
Fresnillo,metals,
Hochschild Mining,metals,hochschildmining.com
Centamin,metals,
Endeavour Mining,metals,
Ferrexpo,metals,ferrexpo.com
Atalaya Mining,metals,atalayamining.com
Ecora Resources,metals,
Wheaton Precious Metals,metals,wheatonpm.com
Franco-Nevada,metals,franco-nevada.com
Amalgamated Metal Trading,metals,amt.co.uk
Metdist,metals,metdist.com
Wogen Resources,metals,wogen.com
Transamine,trading_house,transamine.com
Toyota Tsusho,trading_house,
Mitsui and Co,trading_house,
Mitsubishi Corporation,trading_house,
Sumitomo Corporation,trading_house,
Marubeni,trading_house,
Itochu,trading_house,
Sojitz,trading_house,
Hanwa,trading_house,
Maersk,shipping,maersk.com
Hapag-Lloyd,shipping,
CMA CGM,shipping,
Frontline,shipping,frontline.bm
Euronav,shipping,
DHT Holdings,shipping,dhtankers.com
International Seaways,shipping,intlseas.com
Teekay,shipping,teekay.com
Scorpio Tankers,shipping,scorpiotankers.com
Hafnia,shipping,hafniabw.com
TORM,shipping,torm.com
Ardmore Shipping,shipping,ardmoreshipping.com
Golden Ocean,shipping,
Star Bulk Carriers,shipping,starbulk.com
Norden,shipping,ds-norden.com
Torvald Klaveness,shipping,klaveness.com
Oldendorff Carriers,shipping,oldendorff.com
Western Bulk,shipping,westernbulk.com
Ifchor Galbraiths,shipbroker,ifchorgalbraiths.com
BRS Shipbrokers,shipbroker,
McQuilling Partners,shipbroker,mcquilling.com
Riverlake,shipbroker,
Bitstamp,crypto,bitstamp.net
Bybit,crypto,bybit.com
Bitfinex,crypto,bitfinex.com
Gemini,crypto,
Coinbase,crypto,coinbase.com
Crypto.com,crypto,crypto.com
Bitget,crypto,bitget.com
Bitmex,crypto,bitmex.com
Ledger,crypto,ledger.com
Fireblocks,crypto,fireblocks.com
Chainalysis,crypto,chainalysis.com
Elliptic,crypto,elliptic.co
TRM Labs,crypto,trmlabs.com
Uphold,crypto,uphold.com
Luno,crypto,luno.com
Ramp Network,crypto,ramp.network
Wave Digital Assets,crypto,wavedigitalassets.com
Revolut,exchange,revolut.com
Monzo,exchange,monzo.com
Starling Bank,exchange,starlingbank.com
Wise,exchange,wise.com
Checkout.com,exchange,checkout.com
Marqeta,exchange,marqeta.com
GoCardless,exchange,gocardless.com
Rapyd,exchange,rapyd.net
Thought Machine,exchange,thoughtmachine.net
10x Banking,exchange,10xbanking.com
ClearBank,exchange,clear.bank
Form3,exchange,form3.tech
Modulr,exchange,modulrfinance.com
TrueLayer,exchange,truelayer.com
Plaid,exchange,plaid.com
Ebury,exchange,ebury.com
Argentex,broker,argentex.com
Alpha Group,broker,alphagroup.com
Corpay,broker,corpay.com
IG Group,broker,
CMC Markets,broker,cmcmarkets.com
Plus500,broker,plus500.com
Saxo Bank,broker,home.saxo
Interactive Brokers,broker,interactivebrokers.com
XTB,broker,xtb.com
Pepperstone,broker,pepperstone.com
Tickmill,broker,tickmill.com
ATFX,broker,atfx.com
GH Financials,broker,
ED and F Man Capital Markets,broker,
Cantor Fitzgerald,broker,
Instinet,broker,instinet.com
Liquidnet,broker,liquidnet.com
Aquis Exchange,exchange,
Turquoise,exchange,
Nodal Exchange,exchange,nodalexchange.com
MEFF,exchange,meff.es
HUPX,exchange,hupx.hu
OMIE,exchange,
Gaspoint Nordic,exchange,
PEGAS,exchange,
Grexel,carbon,
AIB European Energy Certificate System,carbon,aib-net.org
South Pole,carbon,southpole.com
ClimatePartner,carbon,climatepartner.com
EcoAct,carbon,eco-act.com
Carbon Trust,carbon,carbontrust.com
Verra,carbon,verra.org
